Date,Machine_ID,Product_ID,Defect_Type,Defect_Qty,Scrap_Cost
2025-01-15,M403,P102,Dimension Error,12,1416
2025-10-22,M402,P101,Dimension Error,12,2016
2025-07-28,M303,P104,Dimension Error,5,1150
2025-10-20,M102,P104,Solder Defect,11,2299
2025-05-05,M302,P103,Calibration Error,21,2331
2025-02-14,M102,P103,Assembly Defect,6,990
2025-06-10,M103,P102,Assembly Defect,6,636
2025-07-08,M201,P104,Calibration Error,8,1272
2025-10-08,M301,P101,Solder Defect,11,2079
2025-02-14,M403,P101,Dimension Error,6,864
2025-11-07,M104,P103,Assembly Defect,6,978
2025-04-19,M204,P104,Assembly Defect,4,500
2025-01-11,M104,P103,Dimension Error,10,2360
2025-02-18,M301,P104,Solder Defect,13,2301
2025-12-17,M302,P101,Assembly Defect,24,3312
2025-04-07,M404,P104,Assembly Defect,11,891
2025-11-13,M103,P102,Assembly Defect,10,980
2025-11-19,M404,P101,Solder Defect,5,1190
2025-01-03,M404,P101,Assembly Defect,7,1421
2025-11-25,M104,P103,Assembly Defect,7,742
2025-06-09,M304,P101,Assembly Defect,8,1832
2025-12-20,M304,P103,Calibration Error,7,1526
2025-09-07,M203,P104,Solder Defect,9,1791
2025-03-31,M401,P104,Solder Defect,11,2332
2025-01-26,M301,P102,Solder Defect,8,1416
2025-10-04,M302,P102,Dimension Error,11,1430
2025-11-30,M101,P101,Dimension Error,8,672
2025-06-09,M401,P103,Assembly Defect,9,1503
2025-01-02,M204,P101,Solder Defect,7,1232
2025-12-10,M101,P103,Assembly Defect,9,999
2025-12-12,M102,P101,Dimension Error,4,556
2025-04-19,M102,P101,Calibration Error,5,1030
2025-11-23,M401,P102,Calibration Error,8,1568
2025-04-04,M202,P102,Dimension Error,9,1224
2025-08-07,M303,P101,Assembly Defect,4,532
2025-03-16,M401,P101,Assembly Defect,6,1374
2025-01-25,M301,P104,Calibration Error,11,1881
2025-04-18,M303,P102,Calibration Error,12,2244
2025-12-03,M304,P103,Calibration Error,4,372
2025-06-26,M203,P104,Calibration Error,6,948
2025-07-09,M104,P102,Assembly Defect,15,3555
2025-10-28,M402,P103,Calibration Error,1,187
2025-01-31,M401,P101,Solder Defect,7,1652
2025-10-15,M403,P102,Dimension Error,10,1450
2025-01-06,M303,P101,Assembly Defect,7,1729
2025-12-24,M204,P101,Dimension Error,2,308
2025-02-16,M103,P101,Calibration Error,7,1337
2025-07-07,M402,P103,Solder Defect,8,1952
2025-03-22,M304,P103,Calibration Error,7,1323
2025-01-21,M102,P104,Calibration Error,9,1962
2025-11-27,M202,P102,Calibration Error,6,1278
2025-05-13,M203,P103,Dimension Error,5,1175
2025-11-12,M203,P103,Assembly Defect,3,522
2025-10-15,M202,P102,Assembly Defect,4,384
2025-11-25,M404,P103,Dimension Error,2,324
2025-04-01,M301,P104,Dimension Error,10,1700
2025-07-23,M304,P103,Solder Defect,8,968
2025-09-21,M303,P104,Calibration Error,9,1953
2025-04-07,M402,P104,Dimension Error,10,1880
2025-06-27,M403,P101,Calibration Error,8,800
2025-01-02,M103,P102,Calibration Error,7,1680
2025-02-06,M204,P102,Dimension Error,5,855
2025-04-18,M301,P102,Solder Defect,12,1884
2025-05-28,M203,P103,Assembly Defect,5,820
2025-08-21,M302,P102,Dimension Error,29,3799
2025-10-15,M201,P103,Calibration Error,6,1050
2025-05-27,M203,P101,Calibration Error,10,1670
2025-12-19,M204,P103,Calibration Error,8,768
2025-06-30,M103,P104,Calibration Error,13,1989
2025-07-14,M402,P101,Dimension Error,14,3024
2025-10-21,M201,P103,Dimension Error,8,848
2025-07-03,M404,P103,Dimension Error,3,318
2025-01-09,M102,P101,Solder Defect,8,1072
2025-01-11,M202,P102,Solder Defect,9,1035
2025-04-18,M303,P103,Solder Defect,12,1500
2025-02-19,M402,P102,Calibration Error,6,768
2025-03-20,M304,P103,Solder Defect,3,441
2025-03-06,M202,P104,Calibration Error,6,1440
2025-03-10,M402,P102,Solder Defect,5,775
2025-05-16,M303,P102,Dimension Error,4,428
2025-06-22,M102,P103,Assembly Defect,5,555
2025-11-13,M401,P104,Dimension Error,9,1854
2025-10-09,M102,P101,Solder Defect,3,729
2025-06-30,M104,P102,Calibration Error,11,2068
2025-10-02,M302,P102,Calibration Error,15,2700
2025-04-08,M303,P103,Assembly Defect,8,1488
2025-11-09,M102,P102,Calibration Error,7,1253
2025-10-16,M203,P101,Solder Defect,10,1670
2025-08-16,M103,P104,Calibration Error,5,625
2025-04-13,M104,P103,Assembly Defect,10,1670
2025-06-23,M201,P104,Dimension Error,7,1337
2025-11-24,M202,P104,Solder Defect,5,630
2025-04-21,M303,P104,Assembly Defect,3,255
2025-12-13,M204,P101,Dimension Error,9,1890
2025-11-07,M103,P103,Solder Defect,11,2233
2025-12-23,M402,P104,Dimension Error,9,2025
2025-10-20,M203,P101,Solder Defect,9,2160
2025-10-18,M302,P104,Assembly Defect,19,2090
2025-03-30,M204,P101,Solder Defect,10,890
2025-03-14,M302,P101,Assembly Defect,21,2268
2025-09-11,M303,P104,Calibration Error,6,1170
2025-04-18,M303,P102,Calibration Error,10,1220
2025-08-31,M102,P102,Dimension Error,9,1656
2025-08-11,M402,P103,Assembly Defect,8,1072
2025-02-05,M103,P104,Calibration Error,3,291
2025-01-31,M401,P103,Solder Defect,10,1580
2025-12-25,M301,P104,Calibration Error,9,2133
2025-07-26,M304,P103,Calibration Error,7,700
2025-01-10,M303,P103,Dimension Error,9,1854
2025-02-03,M102,P102,Solder Defect,9,2241
2025-03-15,M403,P103,Dimension Error,6,540
2025-10-13,M303,P104,Dimension Error,4,940
2025-04-07,M303,P103,Calibration Error,3,435
2025-03-24,M203,P101,Assembly Defect,10,2250
2025-05-22,M303,P102,Solder Defect,11,1353
2025-06-26,M402,P101,Dimension Error,6,690
2025-11-26,M101,P101,Solder Defect,8,1192
2025-01-25,M104,P103,Solder Defect,7,1099
2025-02-23,M302,P101,Assembly Defect,10,2220
2025-06-28,M101,P101,Calibration Error,4,592
2025-09-03,M301,P102,Dimension Error,6,816
2025-08-01,M301,P101,Calibration Error,4,492
2025-07-30,M302,P104,Calibration Error,16,2368
2025-12-19,M204,P102,Assembly Defect,6,1002
2025-04-19,M401,P101,Assembly Defect,9,1008
2025-05-10,M101,P101,Dimension Error,12,1824
2025-12-29,M301,P102,Assembly Defect,6,840
2025-10-20,M401,P103,Calibration Error,9,1755
2025-08-10,M202,P101,Solder Defect,11,2420
2025-11-28,M104,P102,Calibration Error,8,1264
2025-07-16,M401,P101,Assembly Defect,6,720
2025-10-02,M102,P104,Solder Defect,8,968
2025-01-05,M403,P101,Dimension Error,8,1144
2025-07-03,M104,P103,Solder Defect,8,792
2025-08-29,M303,P102,Calibration Error,8,880
2025-08-14,M102,P102,Assembly Defect,11,1452
2025-05-03,M404,P104,Solder Defect,10,2160
2025-07-19,M102,P103,Calibration Error,8,1592
2025-09-03,M304,P104,Calibration Error,6,1044
2025-04-12,M403,P101,Dimension Error,9,1035
2025-01-19,M104,P103,Calibration Error,8,1128
2025-04-27,M101,P101,Calibration Error,6,762
2025-06-22,M401,P104,Assembly Defect,11,2123
2025-05-09,M103,P102,Calibration Error,7,679
2025-02-21,M304,P101,Dimension Error,7,1456
2025-04-27,M302,P103,Calibration Error,14,2590
2025-12-02,M402,P102,Solder Defect,7,1218
2025-06-04,M203,P101,Solder Defect,7,924
2025-11-25,M302,P101,Calibration Error,17,2907
2025-07-15,M303,P102,Dimension Error,13,2470
2025-09-12,M103,P102,Dimension Error,5,790
2025-08-03,M203,P103,Solder Defect,8,1256
2025-06-16,M202,P102,Calibration Error,7,938
2025-03-13,M303,P102,Assembly Defect,9,1890
2025-12-04,M303,P102,Dimension Error,7,1652
2025-10-18,M203,P103,Dimension Error,8,1360
2025-08-13,M403,P103,Calibration Error,6,1464
2025-04-24,M304,P102,Solder Defect,8,1880
2025-09-12,M101,P104,Assembly Defect,7,567
2025-08-10,M302,P101,Calibration Error,20,4880
2025-02-09,M303,P103,Solder Defect,12,1428
2025-06-07,M301,P104,Calibration Error,8,656
2025-08-20,M303,P101,Solder Defect,9,1638
2025-04-11,M201,P104,Solder Defect,8,1024
2025-11-30,M301,P101,Assembly Defect,5,530
2025-01-09,M304,P102,Dimension Error,4,936
2025-11-18,M401,P102,Dimension Error,7,1092
2025-03-27,M403,P102,Solder Defect,10,1270
2025-07-27,M301,P103,Assembly Defect,9,1179
2025-07-18,M404,P104,Dimension Error,11,2596
2025-08-10,M404,P103,Dimension Error,10,2020
2025-11-19,M202,P104,Dimension Error,12,1548
2025-01-03,M103,P102,Calibration Error,7,952
2025-03-09,M404,P102,Solder Defect,10,1950
2025-01-01,M202,P104,Dimension Error,9,990
2025-11-05,M401,P101,Assembly Defect,4,936
2025-05-25,M104,P103,Solder Defect,7,1106
2025-08-24,M304,P104,Solder Defect,5,930
2025-01-22,M203,P103,Assembly Defect,5,590
2025-07-23,M101,P104,Calibration Error,7,840
2025-09-14,M403,P103,Dimension Error,10,980
2025-06-07,M103,P101,Dimension Error,6,1062
2025-02-05,M304,P102,Calibration Error,8,960
2025-06-22,M403,P101,Assembly Defect,9,819
2025-08-05,M101,P102,Solder Defect,8,1088
2025-05-27,M404,P101,Solder Defect,9,1143
2025-01-26,M201,P104,Calibration Error,10,860
2025-11-29,M201,P102,Assembly Defect,7,1701
2025-10-21,M303,P101,Calibration Error,6,1386
2025-11-17,M201,P101,Dimension Error,12,1428
2025-03-17,M203,P101,Calibration Error,8,1136
2025-07-10,M201,P102,Calibration Error,5,1135
2025-10-04,M304,P101,Solder Defect,14,1540
2025-05-04,M404,P104,Calibration Error,6,1308
2025-12-05,M403,P102,Dimension Error,9,1989
2025-08-28,M401,P104,Calibration Error,12,1704
2025-07-20,M101,P103,Calibration Error,10,1130
2025-10-31,M401,P104,Assembly Defect,7,742
2025-06-05,M301,P103,Dimension Error,3,498
2025-08-24,M301,P102,Solder Defect,4,732
2025-03-21,M101,P104,Solder Defect,10,1590
2025-12-13,M302,P101,Dimension Error,15,1380
2025-03-30,M103,P101,Calibration Error,6,492
2025-01-03,M301,P102,Calibration Error,7,1603
2025-03-03,M302,P101,Solder Defect,12,2904
2025-08-13,M402,P102,Calibration Error,9,765
2025-11-17,M303,P101,Dimension Error,8,1208
2025-10-20,M303,P101,Assembly Defect,8,1216
2025-05-03,M202,P104,Solder Defect,4,924
2025-03-27,M101,P102,Assembly Defect,10,2460
2025-05-16,M104,P104,Solder Defect,6,1056
2025-10-31,M203,P104,Calibration Error,9,1341
2025-01-30,M303,P101,Dimension Error,8,1112
2025-03-09,M204,P101,Calibration Error,6,1230
2025-01-08,M303,P104,Assembly Defect,4,396
2025-01-20,M204,P104,Dimension Error,8,960
2025-03-31,M402,P103,Assembly Defect,8,888
2025-06-17,M201,P103,Calibration Error,10,2140
2025-06-29,M103,P104,Calibration Error,8,1280
2025-09-10,M103,P101,Dimension Error,7,1064
2025-05-23,M402,P104,Assembly Defect,11,2222
2025-02-24,M203,P102,Solder Defect,8,840
2025-01-31,M202,P101,Assembly Defect,11,2343
2025-12-12,M303,P101,Solder Defect,11,2431
2025-07-08,M103,P101,Solder Defect,5,520
2025-05-27,M401,P101,Calibration Error,8,1024
2025-07-09,M204,P103,Dimension Error,6,1260
2025-03-25,M101,P101,Assembly Defect,3,276
2025-10-03,M104,P102,Calibration Error,6,996
2025-08-08,M204,P101,Dimension Error,8,1648
2025-07-15,M401,P101,Calibration Error,5,975
2025-02-18,M401,P102,Dimension Error,8,1720
2025-11-21,M301,P104,Dimension Error,9,918
2025-10-07,M103,P102,Calibration Error,11,1738
2025-09-13,M403,P101,Assembly Defect,7,714
2025-01-07,M301,P104,Calibration Error,11,880
2025-11-18,M101,P102,Calibration Error,3,312
2025-04-21,M104,P101,Assembly Defect,6,1260
2025-03-30,M302,P101,Assembly Defect,18,1530
2025-05-21,M302,P103,Dimension Error,20,3960
2025-09-30,M302,P102,Assembly Defect,24,4440
2025-04-24,M302,P101,Solder Defect,15,3465
2025-08-20,M402,P102,Calibration Error,5,750
2025-07-04,M101,P101,Assembly Defect,2,212
2025-11-13,M304,P101,Solder Defect,5,650
2025-11-19,M102,P102,Solder Defect,6,1158
2025-07-19,M401,P101,Dimension Error,10,810
2025-07-18,M104,P104,Dimension Error,6,1332
2025-05-18,M402,P103,Calibration Error,11,2684
2025-01-16,M404,P102,Assembly Defect,7,1491
2025-02-06,M104,P104,Dimension Error,4,936
2025-03-13,M204,P103,Assembly Defect,6,870
2025-01-29,M303,P103,Dimension Error,8,928
2025-06-08,M404,P104,Calibration Error,10,1010
2025-04-24,M402,P102,Dimension Error,6,714
2025-01-14,M103,P104,Solder Defect,5,1245
2025-05-20,M302,P101,Dimension Error,14,1806
2025-02-04,M101,P101,Dimension Error,16,1504
2025-12-24,M401,P104,Dimension Error,8,1136
2025-08-13,M201,P101,Assembly Defect,10,2220
2025-10-22,M203,P103,Assembly Defect,12,2964
2025-01-27,M302,P104,Solder Defect,16,3136
2025-02-15,M202,P104,Assembly Defect,9,1611
2025-06-27,M401,P103,Solder Defect,8,1512
2025-06-11,M401,P104,Dimension Error,6,1182
2025-02-18,M303,P104,Solder Defect,8,808
2025-03-02,M201,P101,Dimension Error,3,252
2025-02-23,M101,P103,Calibration Error,4,696
2025-10-19,M402,P104,Calibration Error,10,1840
2025-04-04,M304,P103,Calibration Error,5,840
2025-08-24,M402,P101,Assembly Defect,6,522
2025-12-31,M204,P102,Assembly Defect,5,1175
2025-11-18,M301,P101,Dimension Error,10,960
2025-09-16,M402,P102,Solder Defect,6,864
2025-04-15,M301,P102,Calibration Error,5,1155
2025-11-05,M404,P103,Calibration Error,5,565
2025-03-05,M101,P101,Calibration Error,6,816
2025-10-26,M203,P101,Solder Defect,7,1057
2025-01-04,M102,P102,Dimension Error,7,1309
2025-06-26,M302,P101,Solder Defect,18,1620
2025-06-23,M402,P103,Solder Defect,3,351
2025-06-30,M403,P104,Solder Defect,8,1864
2025-01-24,M303,P101,Calibration Error,6,1188
2025-11-05,M101,P103,Dimension Error,12,1548
2025-07-22,M103,P101,Calibration Error,7,1491
2025-08-04,M301,P102,Dimension Error,10,1140
2025-07-29,M402,P101,Dimension Error,4,516
2025-07-19,M403,P104,Solder Defect,9,1764
2025-12-30,M403,P103,Calibration Error,8,1864
2025-07-30,M302,P102,Dimension Error,28,2940
2025-07-03,M301,P104,Solder Defect,12,2904
2025-05-16,M104,P102,Assembly Defect,5,815
2025-03-25,M403,P104,Solder Defect,7,1204
2025-01-20,M404,P103,Assembly Defect,9,810
2025-06-14,M402,P102,Assembly Defect,5,775
2025-10-01,M103,P104,Dimension Error,9,1908
2025-10-30,M304,P101,Solder Defect,9,1233
2025-10-21,M104,P102,Dimension Error,9,855
2025-08-13,M301,P101,Assembly Defect,11,1353
2025-01-12,M104,P102,Assembly Defect,11,2629
2025-12-03,M302,P102,Calibration Error,16,3984
2025-02-08,M302,P101,Assembly Defect,22,2750
2025-06-09,M404,P104,Calibration Error,9,1539
2025-08-14,M202,P102,Dimension Error,10,2490
2025-03-25,M404,P102,Calibration Error,7,644
2025-09-14,M101,P102,Assembly Defect,13,2093
2025-06-01,M302,P104,Assembly Defect,18,2250
2025-02-02,M102,P103,Assembly Defect,6,1398
2025-07-18,M402,P101,Dimension Error,4,788
2025-12-07,M203,P101,Dimension Error,7,1568
2025-01-02,M103,P103,Dimension Error,7,1358
2025-08-03,M103,P104,Solder Defect,11,2552
2025-10-22,M304,P101,Solder Defect,14,1260
2025-04-21,M304,P104,Calibration Error,9,1449
2025-09-05,M401,P102,Solder Defect,1,94
2025-11-17,M102,P102,Solder Defect,7,1176
2025-08-21,M303,P103,Solder Defect,5,430
2025-01-29,M301,P103,Assembly Defect,2,196
2025-06-26,M402,P104,Calibration Error,7,630
2025-07-11,M403,P102,Dimension Error,6,1050
2025-08-11,M201,P102,Solder Defect,4,484
2025-02-28,M403,P103,Calibration Error,6,1338
2025-04-19,M101,P103,Calibration Error,14,2758
2025-01-15,M104,P102,Dimension Error,3,540
2025-12-26,M101,P104,Calibration Error,9,729
2025-12-10,M203,P102,Assembly Defect,6,1272
2025-11-08,M203,P102,Calibration Error,13,3185
2025-08-27,M404,P103,Dimension Error,5,1025
2025-09-01,M301,P104,Dimension Error,8,1752
2025-06-16,M203,P102,Assembly Defect,9,981
2025-05-31,M302,P102,Dimension Error,28,6244
2025-11-06,M102,P104,Dimension Error,7,1197
2025-09-01,M302,P104,Assembly Defect,26,4316
2025-12-13,M403,P103,Dimension Error,7,1092
2025-07-07,M103,P102,Assembly Defect,8,920
2025-08-18,M204,P103,Dimension Error,7,1519
2025-12-15,M201,P103,Solder Defect,8,1456
2025-06-27,M201,P102,Dimension Error,9,1197
2025-06-17,M104,P101,Dimension Error,8,1624
2025-09-29,M401,P102,Assembly Defect,3,720
2025-02-04,M301,P103,Dimension Error,6,1500
2025-09-06,M403,P103,Dimension Error,7,1288
2025-04-11,M403,P101,Solder Defect,8,1032
2025-02-04,M403,P102,Dimension Error,13,2652
2025-10-19,M402,P101,Dimension Error,9,2250
2025-10-04,M401,P104,Assembly Defect,6,744
2025-01-05,M303,P101,Assembly Defect,10,2000
2025-10-01,M302,P104,Calibration Error,15,1455
2025-07-27,M203,P103,Dimension Error,10,1640
2025-02-17,M401,P103,Solder Defect,7,1176
2025-04-30,M103,P102,Solder Defect,10,1550
2025-02-06,M204,P102,Dimension Error,7,1673
2025-01-25,M402,P104,Assembly Defect,11,1177
2025-11-24,M301,P104,Dimension Error,11,1023
2025-02-22,M404,P101,Assembly Defect,11,2475
2025-05-02,M402,P104,Solder Defect,9,963
2025-12-19,M303,P103,Calibration Error,12,1524
2025-07-18,M302,P101,Calibration Error,18,3204
2025-07-11,M303,P102,Assembly Defect,6,1224
2025-10-15,M403,P102,Assembly Defect,7,763
2025-07-14,M204,P102,Solder Defect,7,882
2025-03-23,M403,P101,Solder Defect,8,1072
2025-12-01,M103,P101,Solder Defect,11,1276
2025-02-12,M301,P101,Solder Defect,5,1080
2025-05-11,M403,P103,Assembly Defect,2,344
2025-08-17,M404,P102,Assembly Defect,11,2695
2025-04-21,M201,P102,Calibration Error,8,1880
2025-02-04,M203,P102,Solder Defect,3,660
2025-11-21,M204,P104,Dimension Error,5,1140
2025-05-15,M204,P103,Solder Defect,10,2140
2025-05-20,M401,P104,Calibration Error,9,1035
2025-10-23,M403,P103,Assembly Defect,13,2145
2025-08-07,M201,P104,Solder Defect,9,2205
2025-04-08,M403,P101,Calibration Error,8,1168
2025-06-03,M401,P103,Assembly Defect,6,1344
2025-10-05,M101,P101,Dimension Error,7,1274
2025-01-15,M302,P104,Calibration Error,10,1860
2025-03-17,M402,P103,Dimension Error,12,1968
2025-09-15,M404,P102,Assembly Defect,8,1184
2025-06-03,M401,P102,Solder Defect,9,1044
2025-09-29,M301,P102,Solder Defect,9,2052
2025-03-30,M403,P103,Calibration Error,7,1575
2025-01-23,M103,P101,Calibration Error,6,690
2025-01-20,M202,P101,Assembly Defect,10,2470
2025-02-19,M201,P103,Solder Defect,7,931
2025-07-16,M301,P101,Assembly Defect,12,1848
2025-02-25,M401,P103,Calibration Error,6,828
2025-09-08,M101,P101,Dimension Error,4,828
2025-09-01,M304,P101,Solder Defect,9,819
2025-04-16,M202,P102,Dimension Error,5,430
2025-09-01,M204,P103,Dimension Error,8,1680
2025-05-27,M204,P102,Dimension Error,8,1592
2025-05-12,M302,P104,Assembly Defect,17,2312
2025-02-09,M102,P102,Calibration Error,6,810
2025-04-29,M304,P103,Calibration Error,9,1746
2025-08-11,M404,P102,Solder Defect,9,1539
2025-10-08,M303,P102,Solder Defect,8,1904
2025-08-05,M301,P103,Dimension Error,4,876
2025-03-18,M201,P103,Calibration Error,7,721
2025-03-11,M103,P102,Assembly Defect,8,1384
2025-09-14,M203,P102,Calibration Error,7,595
2025-09-02,M104,P103,Solder Defect,7,784
2025-06-18,M403,P101,Dimension Error,7,1365
2025-01-30,M403,P104,Calibration Error,6,936
2025-05-10,M303,P103,Dimension Error,6,978
2025-12-01,M403,P101,Solder Defect,7,973
2025-02-26,M304,P104,Dimension Error,10,1330
2025-03-01,M102,P102,Assembly Defect,9,1080
2025-07-18,M302,P103,Dimension Error,12,2712
2025-05-24,M402,P103,Assembly Defect,10,2110
2025-04-20,M104,P101,Solder Defect,10,1290
2025-06-27,M304,P104,Calibration Error,5,880
2025-04-08,M202,P104,Assembly Defect,6,528
2025-04-06,M404,P101,Calibration Error,6,1074
2025-06-06,M202,P101,Solder Defect,5,620
2025-05-01,M403,P102,Solder Defect,8,1640
2025-05-08,M402,P104,Assembly Defect,7,1575
2025-09-10,M102,P104,Assembly Defect,4,912
2025-12-30,M101,P101,Dimension Error,4,996
2025-11-19,M301,P102,Calibration Error,11,1848
2025-07-31,M201,P102,Assembly Defect,7,602
2025-03-30,M103,P101,Solder Defect,9,1890
2025-08-30,M101,P101,Solder Defect,4,360
2025-10-03,M201,P102,Calibration Error,8,752
2025-07-03,M204,P102,Calibration Error,12,1080
2025-10-05,M204,P103,Dimension Error,10,920
2025-09-28,M101,P103,Dimension Error,6,1068
2025-02-06,M403,P101,Solder Defect,10,1030
2025-05-27,M404,P102,Assembly Defect,6,1194
2025-06-30,M104,P101,Dimension Error,7,903
2025-10-18,M102,P104,Dimension Error,2,324
2025-01-30,M401,P103,Dimension Error,9,1701
2025-01-20,M202,P104,Calibration Error,4,444
2025-08-06,M101,P102,Assembly Defect,7,651
2025-03-20,M302,P103,Solder Defect,13,1703
2025-03-06,M403,P101,Assembly Defect,4,476
2025-05-21,M103,P104,Assembly Defect,3,726
2025-06-10,M402,P103,Dimension Error,12,2604
2025-08-01,M401,P104,Dimension Error,12,2904
2025-12-04,M301,P104,Solder Defect,13,1963
2025-03-26,M302,P101,Solder Defect,12,996
2025-12-24,M104,P102,Dimension Error,16,2352
2025-04-08,M403,P103,Dimension Error,8,832
2025-01-09,M404,P102,Calibration Error,8,1024
2025-04-03,M201,P103,Calibration Error,9,1233
2025-09-04,M402,P102,Calibration Error,7,931
2025-05-01,M301,P103,Solder Defect,6,654
2025-06-25,M301,P101,Dimension Error,8,1648
2025-07-27,M304,P104,Dimension Error,13,2483
2025-02-10,M102,P101,Solder Defect,5,420
2025-06-29,M103,P101,Dimension Error,8,968
2025-11-26,M301,P104,Calibration Error,7,1673
2025-04-21,M203,P103,Solder Defect,6,918
2025-01-29,M201,P104,Dimension Error,6,822
2025-02-14,M303,P103,Assembly Defect,6,1284
2025-01-25,M101,P104,Assembly Defect,7,1449
2025-06-23,M403,P103,Solder Defect,15,2010
2025-02-26,M204,P102,Calibration Error,4,820
2025-01-28,M301,P103,Assembly Defect,4,716
2025-10-02,M303,P101,Solder Defect,9,2250
2025-04-12,M103,P102,Assembly Defect,8,1248
2025-02-25,M302,P102,Calibration Error,11,2013
2025-05-24,M303,P104,Solder Defect,7,672
2025-08-29,M403,P102,Calibration Error,9,1836
2025-12-05,M102,P101,Solder Defect,8,1504
2025-07-05,M203,P104,Solder Defect,11,1848
2025-05-31,M404,P101,Calibration Error,12,2412
2025-10-23,M204,P101,Solder Defect,9,1944
2025-03-21,M401,P102,Dimension Error,13,2587
2025-06-10,M402,P101,Dimension Error,8,680
2025-06-03,M104,P104,Dimension Error,8,656
2025-11-09,M304,P104,Dimension Error,11,1155
2025-02-13,M202,P102,Solder Defect,8,672
2025-09-04,M303,P104,Assembly Defect,4,544
2025-07-04,M204,P101,Dimension Error,8,1296
2025-04-25,M203,P104,Calibration Error,9,972
2025-05-15,M201,P104,Solder Defect,10,2120
2025-12-18,M401,P101,Dimension Error,7,1127
2025-11-28,M401,P104,Calibration Error,9,1296
2025-06-12,M301,P104,Assembly Defect,10,2500
2025-12-17,M202,P102,Solder Defect,6,1116
2025-10-18,M201,P103,Assembly Defect,10,2150
2025-05-04,M102,P101,Calibration Error,5,845
2025-10-01,M102,P104,Assembly Defect,7,1281
2025-11-17,M204,P103,Assembly Defect,5,1185
2025-02-19,M102,P103,Calibration Error,13,2002
2025-10-13,M204,P101,Calibration Error,9,1728
2025-03-25,M403,P104,Calibration Error,6,918
2025-01-25,M404,P102,Calibration Error,8,1664
2025-02-10,M103,P104,Dimension Error,7,714
2025-09-09,M403,P101,Solder Defect,15,1215
2025-04-26,M302,P101,Calibration Error,14,2870
2025-04-23,M402,P101,Dimension Error,7,1113
2025-06-13,M403,P103,Solder Defect,3,603
2025-11-17,M103,P103,Solder Defect,6,504
2025-02-01,M101,P101,Solder Defect,6,828
2025-05-03,M102,P102,Solder Defect,19,2850
2025-10-08,M101,P103,Solder Defect,6,600
2025-02-17,M204,P102,Solder Defect,5,850
2025-12-05,M103,P102,Dimension Error,6,1230
2025-03-17,M301,P103,Calibration Error,5,1225
2025-08-18,M402,P103,Assembly Defect,5,880
2025-02-08,M302,P104,Solder Defect,18,4356
2025-10-07,M203,P102,Dimension Error,12,1968
2025-11-14,M403,P103,Dimension Error,4,364
2025-11-19,M104,P103,Dimension Error,9,990
2025-11-05,M202,P101,Calibration Error,7,959
2025-09-25,M201,P104,Assembly Defect,10,1880
2025-03-04,M404,P104,Solder Defect,6,684
2025-07-13,M401,P104,Solder Defect,10,1780
2025-10-21,M202,P104,Dimension Error,4,344
2025-12-12,M402,P104,Assembly Defect,4,784
2025-06-01,M402,P103,Dimension Error,8,1544
2025-12-06,M303,P104,Dimension Error,6,1146
2025-09-04,M203,P101,Solder Defect,10,1980
2025-06-12,M102,P104,Calibration Error,9,1161
2025-12-02,M204,P104,Calibration Error,10,1370
2025-10-17,M204,P103,Dimension Error,7,1064
2025-12-20,M103,P102,Dimension Error,5,1035
2025-10-15,M401,P103,Dimension Error,6,558
2025-08-17,M204,P103,Assembly Defect,7,1281
2025-01-02,M304,P102,Solder Defect,8,1576
2025-04-18,M201,P101,Calibration Error,10,1350
2025-01-02,M303,P104,Calibration Error,7,1680
2025-09-18,M101,P102,Calibration Error,9,2070
2025-12-03,M304,P103,Dimension Error,6,1086
2025-11-13,M203,P101,Calibration Error,8,1656
2025-12-17,M102,P104,Solder Defect,15,3495
2025-01-06,M402,P102,Calibration Error,6,1494
2025-11-29,M103,P103,Assembly Defect,8,1096
2025-06-06,M302,P101,Dimension Error,15,2940
2025-01-02,M302,P104,Dimension Error,13,1404
2025-12-27,M403,P102,Assembly Defect,6,1416
2025-09-28,M303,P104,Calibration Error,9,1305
2025-04-14,M402,P103,Solder Defect,10,2370
2025-05-09,M104,P104,Calibration Error,12,2892
2025-12-23,M401,P104,Calibration Error,9,1332
2025-01-06,M401,P102,Dimension Error,4,376
2025-02-12,M204,P102,Solder Defect,9,1575
2025-07-23,M402,P104,Solder Defect,6,576
2025-12-13,M103,P104,Solder Defect,6,1188
2025-02-26,M101,P103,Assembly Defect,4,944
2025-10-21,M202,P101,Dimension Error,7,700
2025-09-22,M101,P102,Calibration Error,8,800
2025-05-05,M104,P104,Solder Defect,9,1440
2025-01-18,M203,P103,Dimension Error,12,1284
2025-11-21,M103,P104,Calibration Error,3,465
2025-02-16,M404,P103,Solder Defect,5,755
2025-07-28,M304,P103,Assembly Defect,8,1304
2025-02-13,M202,P102,Calibration Error,13,2171
2025-07-06,M103,P104,Assembly Defect,9,2142
2025-02-14,M304,P104,Dimension Error,1,129
2025-01-13,M203,P104,Calibration Error,7,973
2025-09-20,M402,P103,Dimension Error,5,825
2025-01-10,M102,P104,Assembly Defect,7,1029
2025-04-17,M303,P102,Assembly Defect,7,1722
2025-01-01,M103,P101,Dimension Error,4,692
2025-04-29,M401,P103,Dimension Error,6,510
2025-07-21,M402,P104,Dimension Error,7,1428
2025-09-17,M104,P102,Assembly Defect,6,576
2025-06-08,M303,P102,Assembly Defect,9,1350
