Date,Machine_ID,Temperature_C,Vibration_mm_s,Downtime_Min,Breakdown_Flag
2025-03-21,M103,61.5,4.57,61,0
2025-03-21,M104,64.3,3.79,49,0
2025-03-21,M201,70.9,4.89,40,0
2025-03-21,M202,62.6,4.69,39,0
2025-03-21,M203,55.6,4.0,33,0
2025-03-21,M204,68.9,5.92,29,0
2025-03-21,M301,65.6,2.87,5,0
2025-03-21,M302,83.3,10.46,80,0
2025-03-21,M303,71.7,4.77,14,0
2025-03-21,M304,68.9,2.18,18,0
2025-03-21,M401,72.5,4.16,0,0
2025-03-21,M402,68.9,3.25,23,0
2025-03-21,M403,67.7,4.52,42,0
2025-03-21,M404,71.7,4.93,24,0
2025-03-22,M101,72.7,5.89,27,0
2025-03-22,M102,65.7,5.96,45,0
2025-03-22,M103,74.7,5.54,28,0
2025-03-22,M104,70.6,5.07,29,0
2025-03-22,M201,67.0,4.76,29,0
2025-03-22,M202,70.9,4.25,51,0
2025-03-22,M203,74.3,3.93,20,0
2025-03-22,M204,59.5,3.76,2,0
2025-03-22,M301,60.9,2.77,5,0
2025-03-22,M302,73.3,8.83,82,0
2025-03-22,M303,72.0,4.13,55,0
2025-03-22,M304,64.9,4.29,35,0
2025-03-22,M401,61.1,3.7,50,0
2025-03-22,M402,62.4,4.15,29,0
2025-03-22,M403,72.0,5.15,20,0
2025-03-22,M404,78.3,5.09,21,0
2025-03-23,M101,75.0,3.83,45,0
2025-03-23,M102,63.3,6.27,27,0
2025-03-23,M103,63.1,6.58,19,0
2025-03-23,M104,71.2,4.31,10,0
2025-03-23,M201,73.8,3.89,20,0
2025-03-23,M202,69.0,5.12,25,0
2025-03-23,M203,68.0,4.51,18,0
2025-03-23,M204,70.5,4.99,23,0
2025-03-23,M301,63.6,3.66,15,0
2025-03-23,M302,80.0,9.38,93,1
2025-03-23,M303,73.8,3.82,2,0
2025-03-23,M304,62.3,3.14,24,0
2025-03-23,M401,67.2,5.28,19,0
2025-03-23,M402,68.1,4.4,29,0
2025-03-23,M403,58.6,4.46,17,0
2025-03-23,M404,66.2,3.38,35,0
2025-03-24,M101,57.7,3.84,3,0
2025-03-24,M102,64.7,3.8,38,0
2025-03-24,M103,71.8,4.9,15,0
2025-03-24,M104,66.4,4.15,6,0
2025-03-24,M201,70.9,6.33,51,0
2025-03-24,M202,69.9,4.36,29,0
2025-03-24,M203,69.2,4.46,31,0
2025-03-24,M204,65.2,4.18,7,0
2025-03-24,M301,69.8,5.3,24,0
2025-03-24,M302,88.0,9.47,63,0
2025-03-24,M303,77.7,4.08,13,0
2025-03-24,M304,70.6,5.31,19,0
2025-03-24,M401,70.8,4.26,14,0
2025-03-24,M402,74.1,4.18,26,0
2025-03-24,M403,70.9,5.41,16,0
2025-03-24,M404,68.9,3.37,31,0
2025-03-25,M101,80.5,4.88,20,0
2025-03-25,M102,61.8,3.6,39,0
2025-03-25,M103,68.3,5.0,33,0
2025-03-25,M104,69.6,4.0,27,0
2025-03-25,M201,64.7,6.29,11,0
2025-03-25,M202,67.4,4.78,21,0
2025-03-25,M203,64.4,5.57,0,0
2025-03-25,M204,82.4,2.76,7,0
2025-03-25,M301,67.5,5.1,39,0
2025-03-25,M302,84.5,9.77,74,0
2025-03-25,M303,59.8,4.82,26,0
2025-03-25,M304,64.8,4.6,39,0
2025-03-25,M401,68.0,5.81,11,0
2025-03-25,M402,74.3,6.04,14,0
2025-03-25,M403,64.8,6.47,27,0
2025-03-25,M404,75.7,3.73,44,0
2025-03-26,M101,74.2,5.95,24,0
2025-03-26,M102,74.7,4.45,11,0
2025-03-26,M103,61.8,6.13,9,0
2025-03-26,M104,61.2,4.54,39,0
2025-03-26,M201,72.2,4.73,16,0
2025-03-26,M202,67.1,3.7,36,0
2025-03-26,M203,56.4,3.56,25,0
2025-03-26,M204,57.4,3.94,30,0
2025-03-26,M301,76.0,1.93,0,0
2025-03-26,M302,82.1,10.39,90,0
2025-03-26,M303,72.6,4.03,29,0
2025-03-26,M304,65.9,4.32,18,0
2025-03-26,M401,60.7,2.2,29,0
2025-03-26,M402,68.6,5.13,23,0
2025-03-26,M403,70.2,5.2,11,0
2025-03-26,M404,62.4,4.77,22,0
2025-03-27,M101,68.7,5.1,35,0
2025-03-27,M102,67.6,3.43,17,0
2025-03-27,M103,64.6,5.19,1,0
2025-03-27,M104,60.2,4.1,23,0
2025-03-27,M201,61.8,4.28,20,0
2025-03-27,M202,71.0,4.38,16,0
2025-03-27,M203,63.1,3.61,26,0
2025-03-27,M204,69.4,3.9,29,0
2025-03-27,M301,59.3,4.08,20,0
2025-03-27,M302,80.3,8.61,73,0
2025-03-27,M303,76.7,2.57,38,0
2025-03-27,M304,68.7,6.56,9,0
2025-03-27,M401,64.6,5.82,21,0
2025-03-27,M402,67.9,2.63,41,0
2025-03-27,M403,68.9,3.77,29,0
2025-03-27,M404,77.7,4.67,21,0
2025-03-28,M101,71.4,4.37,49,0
2025-03-28,M102,73.8,4.85,23,0
2025-03-28,M103,62.2,4.61,11,0
2025-03-28,M104,67.6,4.92,11,0
2025-03-28,M201,63.7,5.56,29,0
2025-03-28,M202,74.1,5.91,33,0
2025-03-28,M203,73.1,2.23,29,0
2025-03-28,M204,75.2,6.2,3,0
2025-03-28,M301,70.9,6.14,0,0
2025-03-28,M302,80.9,12.0,72,0
2025-03-28,M303,71.2,5.31,51,0
2025-03-28,M304,61.9,4.63,17,0
2025-03-28,M401,74.9,5.61,22,0
2025-03-28,M402,70.5,4.17,15,0
2025-03-28,M403,78.9,4.42,6,0
2025-03-28,M404,73.1,3.87,38,0
2025-03-29,M101,66.2,3.24,9,0
2025-03-29,M102,66.8,3.63,50,0
2025-03-29,M103,69.6,5.39,32,0
2025-03-29,M104,63.0,4.54,43,0
2025-03-29,M201,72.7,6.23,5,0
2025-03-29,M202,68.6,3.09,20,0
2025-03-29,M203,59.7,4.01,22,0
2025-03-29,M204,68.2,3.51,32,0
2025-03-29,M301,60.7,3.81,44,0
2025-03-29,M302,72.8,11.07,82,0
2025-03-29,M303,68.7,5.37,21,0
2025-03-29,M304,77.0,3.75,11,0
2025-03-29,M401,76.9,2.73,9,0
2025-03-29,M402,75.5,5.14,20,0
2025-03-29,M403,69.4,4.95,28,0
2025-03-29,M404,81.2,4.97,32,0
2025-03-30,M101,60.6,4.31,22,0
2025-03-30,M102,73.9,4.45,52,0
2025-03-30,M103,60.2,3.96,25,0
2025-03-30,M104,65.0,3.53,27,0
2025-03-30,M201,67.5,3.46,32,0
2025-03-30,M202,64.6,2.93,0,0
2025-03-30,M203,74.8,2.91,0,0
2025-03-30,M204,66.9,4.4,21,0
2025-03-30,M301,67.2,3.36,31,0
2025-03-30,M302,79.8,10.39,80,0
2025-03-30,M303,69.4,4.56,23,0
2025-03-30,M304,73.7,5.44,33,0
2025-03-30,M401,71.9,3.65,17,0
2025-03-30,M402,71.7,5.17,14,0
2025-03-30,M403,67.8,3.56,32,0
2025-03-30,M404,81.1,3.12,18,0
2025-03-31,M101,59.3,4.7,59,0
2025-03-31,M102,68.0,5.25,0,0
2025-03-31,M103,63.2,5.13,37,0
2025-03-31,M104,67.0,5.54,16,0
2025-03-31,M201,77.4,4.07,7,0
2025-03-31,M202,74.3,4.55,41,0
2025-03-31,M203,71.0,3.53,43,0
2025-03-31,M204,61.9,3.46,31,0
2025-03-31,M301,67.6,6.11,37,0
2025-03-31,M302,76.6,10.62,129,1
2025-03-31,M303,73.4,2.79,3,0
2025-03-31,M304,72.6,3.91,22,0
2025-03-31,M401,71.2,4.34,28,0
2025-03-31,M402,69.5,4.07,22,0
2025-03-31,M403,49.9,5.37,13,0
2025-03-31,M404,69.2,5.18,38,0
2025-04-01,M101,71.0,4.77,16,0
2025-04-01,M102,82.9,5.35,25,0
2025-04-01,M103,61.0,2.94,27,0
2025-04-01,M104,60.0,5.38,1,0
2025-04-01,M201,64.4,3.87,28,0
2025-04-01,M202,66.5,3.91,22,0
2025-04-01,M203,66.1,5.99,35,0
2025-04-01,M204,62.2,6.6,32,0
2025-04-01,M301,63.9,4.76,33,0
2025-04-01,M302,78.8,13.22,99,1
2025-04-01,M303,59.6,4.93,44,0
2025-04-01,M304,68.2,3.48,24,0
2025-04-01,M401,66.0,4.45,20,0
2025-04-01,M402,65.1,4.88,42,0
2025-04-01,M403,76.0,6.94,54,0
2025-04-01,M404,66.3,5.12,55,0
2025-04-02,M101,62.0,3.67,17,0
2025-04-02,M102,69.2,4.62,29,0
2025-04-02,M103,78.4,4.49,26,0
2025-04-02,M104,69.1,5.12,38,0
2025-04-02,M201,80.5,2.88,0,0
2025-04-02,M202,69.5,3.97,15,0
2025-04-02,M203,78.6,5.05,35,0
2025-04-02,M204,73.8,6.0,12,0
2025-04-02,M301,61.4,4.12,22,0
2025-04-02,M302,83.5,12.39,79,0
2025-04-02,M303,63.7,5.87,2,0
2025-04-02,M304,74.6,4.68,29,0
2025-04-02,M401,69.8,5.37,26,0
2025-04-02,M402,67.1,4.83,2,0
2025-04-02,M403,62.5,4.75,31,0
2025-04-02,M404,79.8,3.23,21,0
2025-04-03,M101,77.5,3.68,42,0
2025-04-03,M102,71.1,4.55,14,0
2025-04-03,M103,64.0,4.69,12,0
2025-04-03,M104,66.1,4.95,39,0
2025-04-03,M201,67.0,4.43,35,0
2025-04-03,M202,63.4,4.2,13,0
2025-04-03,M203,76.2,7.17,22,0
2025-04-03,M204,70.2,6.18,22,0
2025-04-03,M301,58.7,4.6,0,0
2025-04-03,M302,79.6,10.65,124,1
2025-04-03,M303,71.4,6.41,32,0
2025-04-03,M304,78.2,3.99,33,0
2025-04-03,M401,66.5,4.36,19,0
2025-04-03,M402,76.7,6.12,37,0
2025-04-03,M403,70.5,4.81,25,0
2025-04-03,M404,76.2,5.57,21,0
2025-04-04,M101,73.3,4.87,0,0
2025-04-04,M102,73.4,3.23,37,0
2025-04-04,M103,74.6,4.83,33,0
2025-04-04,M104,75.0,4.0,36,0
2025-04-04,M201,70.5,6.26,8,0
2025-04-04,M202,70.2,3.54,9,0
2025-04-04,M203,65.9,4.58,42,0
2025-04-04,M204,62.8,4.37,28,0
2025-04-04,M301,64.7,3.78,41,0
2025-04-04,M302,84.1,11.8,95,1
2025-04-04,M303,76.1,4.36,10,0
2025-04-04,M304,70.7,4.4,11,0
2025-04-04,M401,65.7,3.76,10,0
2025-04-04,M402,72.8,3.83,11,0
2025-04-04,M403,62.9,4.39,43,0
2025-04-04,M404,79.1,2.77,27,0
2025-04-05,M101,70.0,5.03,73,0
2025-04-05,M102,70.6,4.74,0,0
2025-04-05,M103,67.2,4.67,18,0
2025-04-05,M104,80.5,4.43,22,0
2025-04-05,M201,65.6,4.13,27,0
2025-04-05,M202,66.3,5.28,27,0
2025-04-05,M203,66.1,2.57,28,0
2025-04-05,M204,76.6,4.44,7,0
2025-04-05,M301,74.9,5.36,46,0
2025-04-05,M302,85.5,9.61,79,0
2025-04-05,M303,65.6,5.26,33,0
2025-04-05,M304,67.8,3.89,63,0
2025-04-05,M401,69.5,4.34,14,0
2025-04-05,M402,70.3,4.7,24,0
2025-04-05,M403,68.3,6.26,16,0
2025-04-05,M404,64.6,3.85,29,0
2025-04-06,M101,68.6,3.97,3,0
2025-04-06,M102,70.8,4.93,52,0
2025-04-06,M103,60.7,4.05,4,0
2025-04-06,M104,69.7,3.2,53,0
2025-04-06,M201,62.9,3.92,10,0
2025-04-06,M202,67.8,3.89,44,0
2025-04-06,M203,61.2,3.05,59,0
2025-04-06,M204,70.5,3.91,44,0
2025-04-06,M301,62.2,4.03,6,0
2025-04-06,M302,76.7,10.78,84,0
2025-04-06,M303,67.0,4.79,44,0
2025-04-06,M304,74.7,4.32,26,0
2025-04-06,M401,70.5,3.61,46,0
2025-04-06,M402,60.9,4.53,43,0
2025-04-06,M403,62.4,5.02,31,0
2025-04-06,M404,66.9,4.96,29,0
2025-04-07,M101,69.6,5.36,16,0
2025-04-07,M102,71.0,4.37,15,0
2025-04-07,M103,57.2,4.29,2,0
2025-04-07,M104,69.7,5.29,6,0
2025-04-07,M201,79.7,4.55,19,0
2025-04-07,M202,69.7,4.68,36,0
2025-04-07,M203,76.8,4.27,24,0
2025-04-07,M204,69.3,5.59,54,0
2025-04-07,M301,60.9,3.62,18,0
2025-04-07,M302,79.1,14.7,73,0
2025-04-07,M303,74.8,6.17,6,0
2025-04-07,M304,78.2,3.91,5,0
2025-04-07,M401,70.2,5.42,38,0
2025-04-07,M402,68.7,5.1,6,0
2025-04-07,M403,70.5,3.57,4,0
2025-04-07,M404,66.7,5.66,19,0
2025-04-08,M101,72.6,3.36,25,0
2025-04-08,M102,64.3,5.29,33,0
2025-04-08,M103,72.9,3.85,36,0
2025-04-08,M104,75.0,4.33,18,0
2025-04-08,M201,67.2,4.14,36,0
2025-04-08,M202,68.7,3.45,49,0
2025-04-08,M203,60.3,3.79,4,0
2025-04-08,M204,64.5,4.13,53,0
2025-04-08,M301,60.9,5.95,23,0
2025-04-08,M302,89.6,9.67,46,0
2025-04-08,M303,69.3,4.71,14,0
2025-04-08,M304,85.7,3.66,0,0
2025-04-08,M401,56.4,4.69,16,0
2025-04-08,M402,77.0,3.01,49,0
2025-04-08,M403,77.1,5.25,8,0
2025-04-08,M404,70.7,4.95,34,0
2025-04-09,M101,64.9,2.99,7,0
2025-04-09,M102,66.9,5.14,4,0
2025-04-09,M103,72.0,4.32,36,0
2025-04-09,M104,61.0,3.49,46,0
2025-04-09,M201,69.0,5.59,16,0
2025-04-09,M202,72.0,4.73,27,0
2025-04-09,M203,70.8,4.89,36,0
2025-04-09,M204,64.6,3.24,29,0
2025-04-09,M301,69.1,3.39,20,0
2025-04-09,M302,82.5,11.5,95,1
2025-04-09,M303,67.7,5.27,32,0
2025-04-09,M304,76.7,6.65,16,0
2025-04-09,M401,76.6,3.15,37,0
2025-04-09,M402,72.3,2.59,27,0
2025-04-09,M403,68.8,4.75,30,0
2025-04-09,M404,65.0,3.41,60,0
2025-04-10,M101,54.3,4.93,15,0
2025-04-10,M102,74.5,3.58,3,0
2025-04-10,M103,61.6,3.89,17,0
2025-04-10,M104,74.0,4.59,14,0
2025-04-10,M201,73.1,4.8,16,0
2025-04-10,M202,59.2,4.51,25,0
2025-04-10,M203,76.0,4.43,29,0
2025-04-10,M204,71.3,3.75,59,0
2025-04-10,M301,76.5,2.98,12,0
2025-04-10,M302,77.1,9.25,111,1
2025-04-10,M303,68.3,5.34,45,0
2025-04-10,M304,69.6,5.47,52,0
2025-04-10,M401,63.5,4.32,23,0
2025-04-10,M402,67.0,3.73,31,0
2025-04-10,M403,67.4,4.83,2,0
2025-04-10,M404,68.1,5.53,8,0
2025-04-11,M101,72.8,2.65,5,0
2025-04-11,M102,70.6,4.19,52,0
2025-04-11,M103,65.7,5.03,8,0
2025-04-11,M104,72.0,3.77,9,0
2025-04-11,M201,63.0,5.36,30,0
2025-04-11,M202,75.9,4.83,0,0
2025-04-11,M203,68.7,3.2,8,0
2025-04-11,M204,61.3,4.7,23,0
2025-04-11,M301,59.1,5.63,0,0
2025-04-11,M302,87.2,9.23,116,1
2025-04-11,M303,68.5,5.74,53,0
2025-04-11,M304,64.6,3.49,23,0
2025-04-11,M401,66.1,3.79,27,0
2025-04-11,M402,71.3,3.75,21,0
2025-04-11,M403,66.2,5.46,0,0
2025-04-11,M404,67.3,4.36,7,0
2025-04-12,M101,68.5,4.65,32,0
2025-04-12,M102,73.0,3.62,55,0
2025-04-12,M103,69.5,5.05,40,0
2025-04-12,M104,68.0,5.79,25,0
2025-04-12,M201,77.1,5.14,48,0
2025-04-12,M202,72.2,5.09,32,0
2025-04-12,M203,66.6,5.49,44,0
2025-04-12,M204,71.9,5.82,30,0
2025-04-12,M301,73.5,5.88,36,0
2025-04-12,M302,94.9,11.19,107,1
2025-04-12,M303,84.1,3.33,12,0
2025-04-12,M304,67.3,4.93,27,0
2025-04-12,M401,64.0,5.71,64,0
2025-04-12,M402,72.4,4.4,19,0
2025-04-12,M403,72.6,5.72,49,0
2025-04-12,M404,63.0,7.02,16,0
2025-04-13,M101,59.7,5.97,26,0
2025-04-13,M102,64.1,4.18,28,0
2025-04-13,M103,61.6,3.49,21,0
2025-04-13,M104,68.5,5.14,0,0
2025-04-13,M201,74.6,5.02,23,0
2025-04-13,M202,66.0,3.13,14,0
2025-04-13,M203,80.9,5.21,28,0
2025-04-13,M204,78.7,3.69,4,0
2025-04-13,M301,62.1,3.07,35,0
2025-04-13,M302,85.8,9.17,96,1
2025-04-13,M303,77.5,3.23,21,0
2025-04-13,M304,70.5,5.15,21,0
2025-04-13,M401,74.7,3.81,41,0
2025-04-13,M402,62.0,4.62,28,0
2025-04-13,M403,67.5,3.15,19,0
2025-04-13,M404,69.1,5.56,38,0
2025-04-14,M101,74.5,5.69,10,0
2025-04-14,M102,67.9,3.71,43,0
2025-04-14,M103,72.9,2.5,35,0
2025-04-14,M104,67.0,4.04,19,0
2025-04-14,M201,75.8,2.57,0,0
2025-04-14,M202,76.2,3.68,52,0
2025-04-14,M203,58.3,6.07,15,0
2025-04-14,M204,53.8,3.41,18,0
2025-04-14,M301,60.2,4.02,21,0
2025-04-14,M302,82.7,9.66,90,0
2025-04-14,M303,60.0,4.55,15,0
2025-04-14,M304,74.0,6.2,34,0
2025-04-14,M401,70.9,4.42,22,0
2025-04-14,M402,63.2,2.67,8,0
2025-04-14,M403,70.0,4.05,11,0
2025-04-14,M404,82.8,4.58,45,0
2025-04-15,M101,68.9,3.24,27,0
2025-04-15,M102,62.5,4.49,8,0
2025-04-15,M103,69.0,4.74,10,0
2025-04-15,M104,62.3,4.25,27,0
2025-04-15,M201,69.0,4.66,11,0
2025-04-15,M202,69.9,5.84,28,0
2025-04-15,M203,78.3,5.32,3,0
2025-04-15,M204,72.5,3.44,38,0
2025-04-15,M301,71.0,3.6,40,0
2025-04-15,M302,80.4,10.23,50,0
2025-04-15,M303,59.5,4.22,28,0
2025-04-15,M304,72.1,4.26,33,0
2025-04-15,M401,66.5,2.64,35,0
2025-04-15,M402,77.0,4.31,0,0
2025-04-15,M403,70.3,4.68,2,0
2025-04-15,M404,66.1,4.84,43,0
2025-04-16,M101,71.6,4.51,15,0
2025-04-16,M102,67.6,3.72,11,0
2025-04-16,M103,79.6,3.27,49,0
2025-04-16,M104,70.0,4.05,4,0
2025-04-16,M201,63.3,4.02,42,0
2025-04-16,M202,63.9,5.04,26,0
2025-04-16,M203,68.5,4.74,38,0
2025-04-16,M204,74.9,4.6,11,0
2025-04-16,M301,67.3,5.54,18,0
2025-04-16,M302,82.3,10.16,120,1
2025-04-16,M303,60.5,5.76,13,0
2025-04-16,M304,64.9,4.27,28,0
2025-04-16,M401,55.5,5.26,21,0
2025-04-16,M402,65.8,5.05,11,0
2025-04-16,M403,64.5,6.05,51,0
2025-04-16,M404,66.3,5.08,16,0
2025-04-17,M101,68.6,3.89,0,0
2025-04-17,M102,74.5,4.79,14,0
2025-04-17,M103,71.2,4.06,15,0
2025-04-17,M104,65.6,2.96,38,0
2025-04-17,M201,71.8,5.49,44,0
2025-04-17,M202,59.4,3.69,6,0
2025-04-17,M203,64.4,5.6,22,0
2025-04-17,M204,72.7,4.37,41,0
2025-04-17,M301,69.1,4.94,34,0
2025-04-17,M302,77.6,12.13,92,1
2025-04-17,M303,71.7,5.03,28,0
2025-04-17,M304,67.6,4.4,37,0
2025-04-17,M401,65.7,5.22,18,0
2025-04-17,M402,81.2,5.1,20,0
2025-04-17,M403,72.9,5.07,25,0
2025-04-17,M404,73.4,4.02,38,0
2025-04-18,M101,60.7,5.75,18,0
2025-04-18,M102,78.0,3.89,20,0
2025-04-18,M103,68.1,6.7,30,0
2025-04-18,M104,81.1,4.15,37,0
2025-04-18,M201,74.7,6.29,42,0
2025-04-18,M202,63.6,5.33,24,0
2025-04-18,M203,59.3,4.48,31,0
2025-04-18,M204,74.1,4.35,12,0
2025-04-18,M301,63.8,3.95,29,0
2025-04-18,M302,83.0,9.08,74,0
2025-04-18,M303,68.9,4.76,28,0
2025-04-18,M304,68.2,3.86,22,0
2025-04-18,M401,72.4,4.7,24,0
2025-04-18,M402,65.7,4.59,28,0
2025-04-18,M403,75.2,3.45,27,0
2025-04-18,M404,72.9,4.94,12,0
2025-04-19,M101,65.8,4.16,35,0
2025-04-19,M102,65.0,4.85,17,0
2025-04-19,M103,70.2,2.93,32,0
2025-04-19,M104,63.4,4.93,29,0
2025-04-19,M201,63.3,5.47,39,0
2025-04-19,M202,65.2,5.03,38,0
2025-04-19,M203,58.9,4.2,33,0
2025-04-19,M204,57.2,3.41,10,0
2025-04-19,M301,70.1,5.58,0,0
2025-04-19,M302,87.0,11.35,85,0
2025-04-19,M303,71.4,1.87,11,0
2025-04-19,M304,69.6,4.55,36,0
2025-04-19,M401,82.0,4.37,20,0
2025-04-19,M402,68.5,6.03,32,0
2025-04-19,M403,70.5,5.04,37,0
2025-04-19,M404,69.5,3.75,51,0
2025-04-20,M101,66.5,6.51,27,0
2025-04-20,M102,68.8,5.88,29,0
2025-04-20,M103,65.0,3.3,34,0
2025-04-20,M104,70.6,4.05,17,0
2025-04-20,M201,73.9,2.96,21,0
2025-04-20,M202,64.2,3.25,27,0
2025-04-20,M203,58.1,4.1,49,0
2025-04-20,M204,64.8,5.27,17,0
2025-04-20,M301,66.9,3.39,36,0
2025-04-20,M302,86.5,8.0,75,0
2025-04-20,M303,65.4,2.99,8,0
2025-04-20,M304,61.4,3.77,24,0
2025-04-20,M401,71.9,4.11,24,0
2025-04-20,M402,79.3,5.74,21,0
2025-04-20,M403,79.6,4.32,37,0
2025-04-20,M404,68.5,4.64,4,0
2025-04-21,M101,79.9,3.89,20,0
2025-04-21,M102,62.7,3.28,29,0
2025-04-21,M103,69.9,4.19,36,0
2025-04-21,M104,69.9,4.27,15,0
2025-04-21,M201,79.5,6.21,11,0
2025-04-21,M202,69.9,5.7,45,0
2025-04-21,M203,64.0,5.67,9,0
2025-04-21,M204,67.1,5.27,29,0
2025-04-21,M301,61.0,2.0,18,0
2025-04-21,M302,87.3,14.96,105,1
2025-04-21,M303,63.4,6.7,37,0
2025-04-21,M304,55.6,3.61,39,0
2025-04-21,M401,68.6,4.42,0,0
2025-04-21,M402,73.6,5.35,29,0
2025-04-21,M403,84.8,6.46,22,0
2025-04-21,M404,64.3,4.71,39,0
2025-04-22,M101,76.8,6.12,40,0
2025-04-22,M102,70.8,4.55,6,0
2025-04-22,M103,69.1,2.8,19,0
2025-04-22,M104,68.8,6.88,29,0
2025-04-22,M201,68.5,4.44,4,0
2025-04-22,M202,60.9,4.6,10,0
2025-04-22,M203,65.3,4.02,25,0
2025-04-22,M204,71.2,3.45,29,0
2025-04-22,M301,71.6,4.62,16,0
2025-04-22,M302,74.1,11.53,82,0
2025-04-22,M303,58.9,3.76,55,0
2025-04-22,M304,69.9,4.25,24,0
2025-04-22,M401,57.9,3.0,27,0
2025-04-22,M402,62.8,4.6,15,0
2025-04-22,M403,70.8,5.33,21,0
2025-04-22,M404,60.8,5.01,44,0
2025-04-23,M101,65.7,5.42,25,0
2025-04-23,M102,62.5,3.35,34,0
2025-04-23,M103,73.9,5.02,53,0
2025-04-23,M104,72.6,5.89,14,0
2025-04-23,M201,78.4,3.36,21,0
2025-04-23,M202,74.1,3.89,41,0
2025-04-23,M203,71.2,5.57,5,0
2025-04-23,M204,58.1,4.34,41,0
2025-04-23,M301,56.1,4.87,28,0
2025-04-23,M302,82.8,11.82,88,0
2025-04-23,M303,67.9,3.46,41,0
2025-04-23,M304,62.1,4.53,39,0
2025-04-23,M401,64.7,4.73,31,0
2025-04-23,M402,67.4,5.15,32,0
2025-04-23,M403,72.7,4.37,32,0
2025-04-23,M404,72.0,4.56,41,0
2025-04-24,M101,75.1,2.71,3,0
2025-04-24,M102,74.8,4.25,27,0
2025-04-24,M103,62.8,4.49,25,0
2025-04-24,M104,64.5,4.87,33,0
2025-04-24,M201,67.4,3.58,64,0
2025-04-24,M202,67.7,3.82,35,0
2025-04-24,M203,62.9,3.41,32,0
2025-04-24,M204,66.3,6.08,32,0
2025-04-24,M301,69.1,4.61,38,0
2025-04-24,M302,84.4,9.59,82,0
2025-04-24,M303,62.2,3.68,44,0
2025-04-24,M304,72.5,3.86,16,0
2025-04-24,M401,74.5,3.7,0,0
2025-04-24,M402,63.5,4.06,8,0
2025-04-24,M403,67.3,6.22,15,0
2025-04-24,M404,63.5,4.05,6,0
2025-04-25,M101,68.6,3.2,39,0
2025-04-25,M102,62.8,6.98,14,0
2025-04-25,M103,70.3,6.03,40,0
2025-04-25,M104,67.6,3.39,51,0
2025-04-25,M201,67.9,4.07,42,0
2025-04-25,M202,63.3,3.33,25,0
2025-04-25,M203,64.8,1.49,11,0
2025-04-25,M204,63.3,3.34,33,0
2025-04-25,M301,73.5,4.98,6,0
2025-04-25,M302,84.8,9.72,120,1
2025-04-25,M303,68.7,5.29,40,0
2025-04-25,M304,68.7,4.62,44,0
2025-04-25,M401,55.3,3.77,33,0
2025-04-25,M402,75.2,5.82,45,0
2025-04-25,M403,67.4,5.66,23,0
2025-04-25,M404,65.1,3.27,51,0
2025-04-26,M101,60.0,4.84,28,0
2025-04-26,M102,65.3,2.76,25,0
2025-04-26,M103,69.3,4.41,40,0
2025-04-26,M104,66.1,5.26,31,0
2025-04-26,M201,68.5,3.5,28,0
2025-04-26,M202,66.2,5.42,22,0
2025-04-26,M203,76.7,4.27,11,0
2025-04-26,M204,72.8,5.64,6,0
2025-04-26,M301,63.8,2.65,39,0
2025-04-26,M302,77.8,11.7,70,0
2025-04-26,M303,73.6,5.9,58,0
2025-04-26,M304,58.6,3.41,51,0
2025-04-26,M401,79.5,4.2,25,0
2025-04-26,M402,62.3,5.41,18,0
2025-04-26,M403,69.3,5.5,16,0
2025-04-26,M404,70.9,3.13,33,0
2025-04-27,M101,71.3,3.26,40,0
2025-04-27,M102,69.1,5.24,19,0
2025-04-27,M103,69.0,4.56,22,0
2025-04-27,M104,60.9,5.76,41,0
2025-04-27,M201,67.1,5.49,42,0
2025-04-27,M202,62.9,5.01,32,0
2025-04-27,M203,65.0,4.12,36,0
2025-04-27,M204,74.9,5.48,44,0
2025-04-27,M301,69.1,6.48,23,0
2025-04-27,M302,75.1,8.43,89,0
2025-04-27,M303,66.8,3.54,35,0
2025-04-27,M304,74.6,5.2,21,0
2025-04-27,M401,69.4,4.26,0,0
2025-04-27,M402,62.7,2.33,3,0
2025-04-27,M403,61.7,3.49,16,0
2025-04-27,M404,63.9,3.09,48,0
2025-04-28,M101,61.3,2.27,19,0
2025-04-28,M102,65.3,3.62,35,0
2025-04-28,M103,74.9,3.35,31,0
2025-04-28,M104,61.3,5.04,0,0
2025-04-28,M201,66.0,4.55,21,0
2025-04-28,M202,80.0,3.52,3,0
2025-04-28,M203,68.0,4.53,34,0
2025-04-28,M204,61.3,4.55,24,0
2025-04-28,M301,69.1,2.99,30,0
2025-04-28,M302,85.5,12.7,100,1
2025-04-28,M303,72.1,6.75,55,0
2025-04-28,M304,64.5,5.07,41,0
2025-04-28,M401,62.9,3.93,35,0
2025-04-28,M402,62.9,5.09,27,0
2025-04-28,M403,68.5,4.53,44,0
2025-04-28,M404,70.8,4.59,29,0
2025-04-29,M101,61.7,4.17,30,0
2025-04-29,M102,70.8,3.7,14,0
2025-04-29,M103,72.1,4.66,22,0
2025-04-29,M104,61.8,4.88,20,0
2025-04-29,M201,68.8,3.68,2,0
2025-04-29,M202,67.2,3.64,17,0
2025-04-29,M203,67.7,5.54,38,0
2025-04-29,M204,79.3,5.77,0,0
2025-04-29,M301,62.7,5.19,26,0
2025-04-29,M302,77.4,12.0,70,0
2025-04-29,M303,68.0,4.7,36,0
2025-04-29,M304,68.0,5.98,25,0
