Date,Material_ID,Stock_Qty,Daily_Consumption,Reorder_Level,Lead_Time_Days
2025-04-24,RM01,753,115,1367,25
2025-04-24,RM02,3723,113,1355,24
2025-04-24,RM03,2667,101,1286,7
2025-04-24,RM04,634,183,1281,19
2025-04-24,RM05,735,98,852,12
2025-04-24,RM06,1216,66,914,13
2025-04-24,RM07,4648,149,1446,9
2025-04-24,RM08,909,149,1340,36
2025-04-24,RM09,1869,171,1434,7
2025-04-24,RM10,4113,119,1459,18
2025-04-24,RM11,3771,55,1151,20
2025-04-24,RM12,4574,93,800,14
2025-04-25,RM01,3319,65,1345,6
2025-04-25,RM02,807,59,864,5
2025-04-25,RM03,4828,88,1228,25
2025-04-25,RM04,532,97,863,17
2025-04-25,RM05,1465,52,1192,8
2025-04-25,RM06,4891,172,804,22
2025-04-25,RM07,828,63,1115,23
2025-04-25,RM08,353,155,1028,48
2025-04-25,RM09,2799,152,1116,16
2025-04-25,RM10,3275,117,834,6
2025-04-25,RM11,4421,125,950,23
2025-04-25,RM12,3376,86,928,24
2025-04-26,RM01,625,66,1033,10
2025-04-26,RM02,3176,56,1283,9
2025-04-26,RM03,3886,113,1151,13
2025-04-26,RM04,2271,143,1230,9
2025-04-26,RM05,1501,180,1007,25
2025-04-26,RM06,4348,81,1150,6
2025-04-26,RM07,4219,128,1118,20
2025-04-26,RM08,631,88,919,48
2025-04-26,RM09,2845,194,1326,15
2025-04-26,RM10,3005,182,1441,25
2025-04-26,RM11,2705,70,1236,20
2025-04-26,RM12,2330,75,1305,18
2025-04-27,RM01,3137,191,974,17
2025-04-27,RM02,3772,66,1064,22
2025-04-27,RM03,1458,134,1474,16
2025-04-27,RM04,741,125,1143,7
2025-04-27,RM05,4229,53,1088,5
2025-04-27,RM06,633,174,994,8
2025-04-27,RM07,2361,135,1399,19
2025-04-27,RM08,852,184,1440,40
2025-04-27,RM09,3947,108,922,7
2025-04-27,RM10,4773,103,1425,21
2025-04-27,RM11,3278,164,836,15
2025-04-27,RM12,1240,57,899,18
2025-04-28,RM01,3999,144,1387,7
2025-04-28,RM02,2934,138,1055,10
2025-04-28,RM03,3161,142,1042,9
2025-04-28,RM04,4184,126,959,5
2025-04-28,RM05,735,141,1438,17
2025-04-28,RM06,3154,121,1081,25
2025-04-28,RM07,529,53,1399,22
2025-04-28,RM08,820,182,943,39
2025-04-28,RM09,1444,135,1113,25
2025-04-28,RM10,3990,52,1316,11
2025-04-28,RM11,2427,172,1289,24
2025-04-28,RM12,1620,79,1354,15
2025-04-29,RM01,4602,99,1374,12
2025-04-29,RM02,3248,127,1400,12
2025-04-29,RM03,1143,95,1197,6
2025-04-29,RM04,2341,189,1227,24
2025-04-29,RM05,2857,106,1176,23
2025-04-29,RM06,2913,174,812,13
2025-04-29,RM07,4165,131,1097,15
2025-04-29,RM08,746,89,1046,40
2025-04-29,RM09,2724,194,923,5
2025-04-29,RM10,4152,178,1379,6
2025-04-29,RM11,3126,128,1017,20
2025-04-29,RM12,4810,159,1309,9
2025-04-30,RM01,4832,193,962,9
2025-04-30,RM02,4111,198,1331,16
2025-04-30,RM03,4205,184,845,17
2025-04-30,RM04,4315,191,870,23
2025-04-30,RM05,871,81,1036,16
2025-04-30,RM06,1392,161,1396,14
2025-04-30,RM07,1793,106,1008,23
2025-04-30,RM08,960,117,1166,41
2025-04-30,RM09,4631,93,1029,20
2025-04-30,RM10,3650,146,953,12
2025-04-30,RM11,4801,178,1094,15
2025-04-30,RM12,4963,77,1455,7
2025-05-01,RM01,2613,174,1169,16
2025-05-01,RM02,4826,107,1344,19
2025-05-01,RM03,3847,184,830,22
2025-05-01,RM04,3506,167,1108,6
2025-05-01,RM05,3064,81,1141,8
2025-05-01,RM06,1958,168,876,14
2025-05-01,RM07,4818,71,819,19
2025-05-01,RM08,976,50,853,41
2025-05-01,RM09,2510,84,1474,15
2025-05-01,RM10,4389,75,1274,15
2025-05-01,RM11,1915,150,1027,21
2025-05-01,RM12,1555,128,1363,13
2025-05-02,RM01,4533,111,1234,21
2025-05-02,RM02,806,87,1422,6
2025-05-02,RM03,4638,144,1460,14
2025-05-02,RM04,3439,97,1316,22
2025-05-02,RM05,1079,153,1444,14
2025-05-02,RM06,1324,92,1280,19
2025-05-02,RM07,754,192,1383,7
2025-05-02,RM08,726,82,916,50
2025-05-02,RM09,4468,188,1051,9
2025-05-02,RM10,3799,161,1421,5
2025-05-02,RM11,3612,187,1317,18
2025-05-02,RM12,2739,189,1304,13
2025-05-03,RM01,2857,112,889,24
2025-05-03,RM02,4201,100,937,11
2025-05-03,RM03,1564,154,979,5
2025-05-03,RM04,2783,57,1274,22
2025-05-03,RM05,1813,122,1022,19
2025-05-03,RM06,3251,143,1193,21
2025-05-03,RM07,2232,178,1300,9
2025-05-03,RM08,1113,85,853,44
2025-05-03,RM09,3209,91,1093,5
2025-05-03,RM10,953,51,1161,23
2025-05-03,RM11,836,103,1091,22
2025-05-03,RM12,3349,100,1262,6
2025-05-04,RM01,2409,53,1422,16
2025-05-04,RM02,1971,148,1381,25
2025-05-04,RM03,1913,91,1236,15
2025-05-04,RM04,1056,145,885,20
2025-05-04,RM05,3502,72,1335,13
2025-05-04,RM06,4957,84,982,25
2025-05-04,RM07,4655,58,856,19
2025-05-04,RM08,1083,159,1466,41
2025-05-04,RM09,1220,198,1381,11
2025-05-04,RM10,1894,89,1021,11
2025-05-04,RM11,4635,121,1493,19
2025-05-04,RM12,2872,74,964,15
2025-05-05,RM01,1699,157,1466,19
2025-05-05,RM02,521,186,1229,19
2025-05-05,RM03,4016,164,1213,5
2025-05-05,RM04,2880,82,803,14
2025-05-05,RM05,4218,176,1300,6
2025-05-05,RM06,1343,144,1490,12
2025-05-05,RM07,1777,113,890,12
2025-05-05,RM08,835,79,890,45
2025-05-05,RM09,4662,50,1155,18
2025-05-05,RM10,2702,101,877,9
2025-05-05,RM11,1328,92,1186,25
2025-05-05,RM12,1648,165,1077,16
2025-05-06,RM01,4701,121,1204,24
2025-05-06,RM02,3790,128,1195,20
2025-05-06,RM03,3166,56,1171,15
2025-05-06,RM04,4197,66,1382,15
2025-05-06,RM05,2685,115,930,12
2025-05-06,RM06,3254,178,944,13
2025-05-06,RM07,3112,187,1173,5
2025-05-06,RM08,569,196,1071,44
2025-05-06,RM09,4189,52,1103,16
2025-05-06,RM10,3965,105,1062,16
2025-05-06,RM11,1900,126,1469,15
2025-05-06,RM12,1751,178,1375,9
2025-05-07,RM01,690,108,956,25
2025-05-07,RM02,3950,93,1383,5
2025-05-07,RM03,4431,124,1374,25
2025-05-07,RM04,699,166,1408,15
2025-05-07,RM05,3974,191,1260,25
2025-05-07,RM06,2119,138,966,11
2025-05-07,RM07,793,183,1363,8
2025-05-07,RM08,1085,71,853,37
2025-05-07,RM09,4160,101,839,18
2025-05-07,RM10,1839,158,1234,21
2025-05-07,RM11,3316,143,1474,12
2025-05-07,RM12,1127,198,1362,22
2025-05-08,RM01,3401,77,1473,19
2025-05-08,RM02,4129,70,1071,10
2025-05-08,RM03,4763,192,1348,17
2025-05-08,RM04,1848,110,1369,25
2025-05-08,RM05,3427,80,1485,16
2025-05-08,RM06,3324,57,1485,8
2025-05-08,RM07,2507,153,1233,13
2025-05-08,RM08,250,116,1355,35
2025-05-08,RM09,532,73,976,21
2025-05-08,RM10,4468,176,1084,9
2025-05-08,RM11,4027,60,882,5
2025-05-08,RM12,1498,143,1245,7
2025-05-09,RM01,3903,80,866,12
2025-05-09,RM02,715,118,1357,21
2025-05-09,RM03,3533,166,1421,15
2025-05-09,RM04,2075,107,1330,24
2025-05-09,RM05,1330,114,819,9
2025-05-09,RM06,1352,175,1215,14
2025-05-09,RM07,3663,151,1082,23
2025-05-09,RM08,641,134,1429,37
2025-05-09,RM09,1370,79,1106,5
2025-05-09,RM10,3121,196,1253,10
2025-05-09,RM11,1338,101,808,19
2025-05-09,RM12,2741,75,871,11
2025-05-10,RM01,2055,163,1131,21
2025-05-10,RM02,558,98,874,23
2025-05-10,RM03,522,76,1293,18
2025-05-10,RM04,2348,138,1480,15
2025-05-10,RM05,4508,172,1288,8
2025-05-10,RM06,4118,79,1239,10
2025-05-10,RM07,3630,65,880,14
2025-05-10,RM08,528,100,1061,45
2025-05-10,RM09,3445,166,1426,13
2025-05-10,RM10,4375,186,1492,9
2025-05-10,RM11,754,99,1306,21
2025-05-10,RM12,1768,197,1156,15
2025-05-11,RM01,4014,150,1347,8
2025-05-11,RM02,2146,130,817,20
2025-05-11,RM03,1367,191,927,14
2025-05-11,RM04,876,177,828,10
2025-05-11,RM05,2457,120,1215,17
2025-05-11,RM06,3387,151,869,20
2025-05-11,RM07,853,85,1310,16
2025-05-11,RM08,899,138,1117,50
2025-05-11,RM09,2108,128,1283,15
2025-05-11,RM10,4450,64,921,22
2025-05-11,RM11,3114,160,1472,10
2025-05-11,RM12,589,125,1346,20
2025-05-12,RM01,3652,105,1144,23
2025-05-12,RM02,4712,98,1384,21
2025-05-12,RM03,4471,118,1258,22
2025-05-12,RM04,1418,152,1130,17
2025-05-12,RM05,1162,127,1065,14
2025-05-12,RM06,3388,107,983,5
2025-05-12,RM07,2105,88,1069,8
2025-05-12,RM08,1111,115,962,38
2025-05-12,RM09,4502,82,1496,13
2025-05-12,RM10,3189,194,905,21
2025-05-12,RM11,3448,147,1128,24
2025-05-12,RM12,2955,188,954,15
2025-05-13,RM01,4451,167,988,11
2025-05-13,RM02,691,79,1246,13
2025-05-13,RM03,4658,101,1423,23
2025-05-13,RM04,2685,118,922,10
2025-05-13,RM05,4791,54,1096,15
2025-05-13,RM06,4801,65,811,23
2025-05-13,RM07,3674,151,1304,5
2025-05-13,RM08,924,152,929,50
2025-05-13,RM09,2695,180,930,5
2025-05-13,RM10,2261,63,831,11
2025-05-13,RM11,1996,105,1036,20
2025-05-13,RM12,4764,89,1371,15
2025-05-14,RM01,1959,176,825,15
2025-05-14,RM02,1665,177,961,17
2025-05-14,RM03,1048,92,1161,22
2025-05-14,RM04,4509,142,1263,7
2025-05-14,RM05,4523,81,1291,12
2025-05-14,RM06,3193,153,1032,12
2025-05-14,RM07,4143,147,1471,22
2025-05-14,RM08,602,184,1087,38
2025-05-14,RM09,2464,154,1348,24
2025-05-14,RM10,1858,199,1327,10
2025-05-14,RM11,2041,155,1397,11
2025-05-14,RM12,1105,136,1251,23
2025-05-15,RM01,1384,190,1012,20
2025-05-15,RM02,584,99,828,6
2025-05-15,RM03,3515,129,1057,17
2025-05-15,RM04,1167,191,1408,15
2025-05-15,RM05,3811,198,1296,22
2025-05-15,RM06,3008,88,1472,21
2025-05-15,RM07,4974,131,1459,19
2025-05-15,RM08,1137,74,1359,41
2025-05-15,RM09,2498,54,932,24
2025-05-15,RM10,1210,175,1045,15
2025-05-15,RM11,1765,186,1014,5
2025-05-15,RM12,3862,146,989,8
2025-05-16,RM01,1663,170,1403,21
2025-05-16,RM02,2867,109,889,20
2025-05-16,RM03,1025,179,931,5
2025-05-16,RM04,980,183,914,14
2025-05-16,RM05,3829,66,993,8
2025-05-16,RM06,2546,94,1370,18
2025-05-16,RM07,4999,172,1457,16
2025-05-16,RM08,581,170,910,48
2025-05-16,RM09,3905,90,1459,16
2025-05-16,RM10,4045,111,809,25
2025-05-16,RM11,1856,157,1429,18
2025-05-16,RM12,4804,102,941,6
2025-05-17,RM01,4130,194,1378,11
2025-05-17,RM02,3828,148,982,18
2025-05-17,RM03,668,67,1008,23
2025-05-17,RM04,4240,67,962,14
2025-05-17,RM05,4965,200,1499,11
2025-05-17,RM06,1085,138,1483,19
2025-05-17,RM07,3596,104,1147,20
2025-05-17,RM08,379,52,1080,39
2025-05-17,RM09,4545,55,897,12
2025-05-17,RM10,1569,197,1488,13
2025-05-17,RM11,726,121,1322,19
2025-05-17,RM12,4846,121,901,10
2025-05-18,RM01,4983,105,1161,11
2025-05-18,RM02,3934,87,831,19
2025-05-18,RM03,4382,200,818,7
2025-05-18,RM04,1395,173,1028,13
2025-05-18,RM05,2766,169,977,9
2025-05-18,RM06,1918,182,1384,6
2025-05-18,RM07,3519,52,1429,22
2025-05-18,RM08,569,168,1090,37
2025-05-18,RM09,4923,179,1219,23
2025-05-18,RM10,1585,54,1217,9
2025-05-18,RM11,4894,173,1050,18
2025-05-18,RM12,3859,111,1441,13
2025-05-19,RM01,4876,118,865,24
2025-05-19,RM02,3550,113,1166,10
2025-05-19,RM03,4765,65,938,10
2025-05-19,RM04,842,150,1210,7
2025-05-19,RM05,3517,142,871,8
2025-05-19,RM06,4293,175,1251,13
2025-05-19,RM07,1806,122,1014,12
2025-05-19,RM08,840,122,1248,48
2025-05-19,RM09,4806,160,1143,14
2025-05-19,RM10,563,111,1166,11
2025-05-19,RM11,656,148,1317,13
2025-05-19,RM12,884,132,937,8
2025-05-20,RM01,4171,139,838,17
2025-05-20,RM02,3719,113,837,6
2025-05-20,RM03,4223,178,1151,16
2025-05-20,RM04,3846,101,1437,24
2025-05-20,RM05,3894,83,977,12
2025-05-20,RM06,1505,116,1449,24
2025-05-20,RM07,3255,146,1041,20
2025-05-20,RM08,1090,198,1309,42
2025-05-20,RM09,1068,112,1223,10
2025-05-20,RM10,2305,161,920,6
2025-05-20,RM11,2331,169,1460,19
2025-05-20,RM12,1005,80,1428,17
2025-05-21,RM01,4636,186,848,20
2025-05-21,RM02,1159,169,1491,22
2025-05-21,RM03,1041,148,1470,18
2025-05-21,RM04,2143,72,856,13
2025-05-21,RM05,3201,147,1299,15
2025-05-21,RM06,1848,82,1261,13
2025-05-21,RM07,2742,58,1455,9
2025-05-21,RM08,1123,95,1448,44
2025-05-21,RM09,4287,167,1485,8
2025-05-21,RM10,1019,162,1151,11
2025-05-21,RM11,3775,192,1228,14
2025-05-21,RM12,4115,117,1026,8
2025-05-22,RM01,3882,186,1388,13
2025-05-22,RM02,2393,71,1272,17
2025-05-22,RM03,3078,52,1312,24
2025-05-22,RM04,4702,172,813,25
2025-05-22,RM05,987,144,910,9
2025-05-22,RM06,4824,93,1371,22
2025-05-22,RM07,1408,61,971,17
2025-05-22,RM08,441,124,870,43
2025-05-22,RM09,1437,93,978,5
2025-05-22,RM10,773,107,1376,7
2025-05-22,RM11,1602,155,825,7
2025-05-22,RM12,1643,185,1426,9
2025-05-23,RM01,2048,50,1411,19
2025-05-23,RM02,4489,157,1050,10
2025-05-23,RM03,2473,194,1000,9
2025-05-23,RM04,2317,53,956,6
2025-05-23,RM05,2169,188,1130,10
2025-05-23,RM06,1835,86,1074,8
2025-05-23,RM07,568,149,941,6
2025-05-23,RM08,296,127,1340,50
2025-05-23,RM09,3818,55,1210,6
2025-05-23,RM10,2702,181,1315,23
2025-05-23,RM11,1791,166,1244,13
2025-05-23,RM12,706,93,1406,25
2025-05-24,RM01,627,168,1210,10
2025-05-24,RM02,677,130,847,13
2025-05-24,RM03,2027,93,1243,5
2025-05-24,RM04,1584,191,969,19
2025-05-24,RM05,4522,134,1018,10
2025-05-24,RM06,4807,175,1096,11
2025-05-24,RM07,3091,163,1072,12
2025-05-24,RM08,964,148,1355,40
2025-05-24,RM09,2684,59,1349,24
2025-05-24,RM10,3319,124,1003,18
2025-05-24,RM11,1668,52,1221,25
2025-05-24,RM12,3217,108,920,24
2025-05-25,RM01,1693,182,1044,13
2025-05-25,RM02,4856,165,1423,10
2025-05-25,RM03,905,130,1111,17
2025-05-25,RM04,3261,110,1069,19
2025-05-25,RM05,3193,80,1022,13
2025-05-25,RM06,1611,161,1190,12
2025-05-25,RM07,1089,96,1176,18
2025-05-25,RM08,232,168,1022,37
2025-05-25,RM09,2075,117,1429,25
2025-05-25,RM10,2950,87,815,15
2025-05-25,RM11,2562,87,1086,16
2025-05-25,RM12,1692,65,1162,25
2025-05-26,RM01,1862,175,1006,18
2025-05-26,RM02,4746,180,1425,25
2025-05-26,RM03,601,165,1187,25
2025-05-26,RM04,1431,80,1447,12
2025-05-26,RM05,4991,148,1033,20
2025-05-26,RM06,3270,60,824,14
2025-05-26,RM07,1902,52,962,9
2025-05-26,RM08,772,199,1168,48
2025-05-26,RM09,1340,172,801,10
2025-05-26,RM10,3071,57,963,20
2025-05-26,RM11,4456,55,1496,11
2025-05-26,RM12,2404,96,860,21
2025-05-27,RM01,944,59,1023,5
2025-05-27,RM02,597,78,862,7
2025-05-27,RM03,901,195,977,6
2025-05-27,RM04,1878,50,1002,8
2025-05-27,RM05,4955,173,1323,21
2025-05-27,RM06,1360,79,1097,15
2025-05-27,RM07,1360,178,1394,19
2025-05-27,RM08,575,64,880,44
2025-05-27,RM09,3727,122,942,10
2025-05-27,RM10,3408,144,1027,16
2025-05-27,RM11,4679,62,1384,20
2025-05-27,RM12,4417,72,1124,23
2025-05-28,RM01,2978,94,852,10
2025-05-28,RM02,3445,101,941,22
2025-05-28,RM03,4761,170,864,12
2025-05-28,RM04,3570,173,1137,21
2025-05-28,RM05,3056,153,1019,13
2025-05-28,RM06,1987,88,1098,13
2025-05-28,RM07,3710,64,1119,17
2025-05-28,RM08,813,180,1073,43
2025-05-28,RM09,1759,56,1429,10
2025-05-28,RM10,688,77,1098,5
2025-05-28,RM11,2333,60,869,8
2025-05-28,RM12,4054,65,1417,25
2025-05-29,RM01,4116,160,1270,5
2025-05-29,RM02,868,112,811,13
2025-05-29,RM03,1815,77,1430,13
2025-05-29,RM04,2264,58,1315,16
2025-05-29,RM05,609,118,979,16
2025-05-29,RM06,2178,139,1311,12
2025-05-29,RM07,2822,141,923,7
2025-05-29,RM08,1159,95,1355,43
2025-05-29,RM09,4711,142,885,8
2025-05-29,RM10,2788,111,1380,19
2025-05-29,RM11,576,107,1275,15
2025-05-29,RM12,1365,135,1306,16
2025-05-30,RM01,1724,173,1196,22
2025-05-30,RM02,2975,75,1334,25
2025-05-30,RM03,1338,82,1368,18
2025-05-30,RM04,2033,79,1003,17
2025-05-30,RM05,3726,116,1039,9
2025-05-30,RM06,2891,197,886,8
2025-05-30,RM07,4294,100,1387,25
2025-05-30,RM08,434,142,1112,39
2025-05-30,RM09,2681,135,1127,5
2025-05-30,RM10,2695,148,1042,25
2025-05-30,RM11,1647,191,986,7
2025-05-30,RM12,4133,52,1200,5
2025-05-31,RM01,1638,191,1231,18
2025-05-31,RM02,1276,192,1106,6
2025-05-31,RM03,2934,157,838,20
2025-05-31,RM04,4500,180,1397,20
2025-05-31,RM05,4817,148,1500,23
2025-05-31,RM06,1788,155,1310,21
2025-05-31,RM07,2887,109,1002,11
2025-05-31,RM08,1039,131,1369,39
2025-05-31,RM09,4692,128,1384,6
2025-05-31,RM10,3763,141,970,10
2025-05-31,RM11,3404,192,830,15
2025-05-31,RM12,2526,133,1026,8
2025-06-01,RM01,3245,66,999,11
2025-06-01,RM02,1104,141,932,11
2025-06-01,RM03,1046,179,1141,14
2025-06-01,RM04,4462,69,1260,15
2025-06-01,RM05,2691,66,1421,12
2025-06-01,RM06,2018,155,931,25
2025-06-01,RM07,1143,164,1052,23
2025-06-01,RM08,572,96,1237,49
2025-06-01,RM09,3510,97,1131,14
2025-06-01,RM10,4712,150,803,18
2025-06-01,RM11,1461,117,1210,23
2025-06-01,RM12,1342,158,800,8
2025-06-02,RM01,4910,54,1296,8
2025-06-02,RM02,2939,90,1163,15
2025-06-02,RM03,2992,189,1213,25
2025-06-02,RM04,1464,134,842,25
2025-06-02,RM05,4845,133,913,16
2025-06-02,RM06,1256,187,818,6
2025-06-02,RM07,2094,152,918,5
2025-06-02,RM08,689,65,1126,37
2025-06-02,RM09,4292,169,862,22
2025-06-02,RM10,2530,168,907,25
2025-06-02,RM11,2185,72,1399,8
2025-06-02,RM12,3030,84,1266,25
2025-06-03,RM01,1131,65,1002,6
2025-06-03,RM02,3930,160,809,17
2025-06-03,RM03,4056,88,1368,11
2025-06-03,RM04,4368,184,1370,24
2025-06-03,RM05,1034,199,1079,16
2025-06-03,RM06,3257,65,1203,18
2025-06-03,RM07,3278,195,910,15
2025-06-03,RM08,971,96,1285,43
2025-06-03,RM09,3069,57,904,6
2025-06-03,RM10,3583,76,1144,25
2025-06-03,RM11,2115,150,1062,25
2025-06-03,RM12,2784,66,1190,12
2025-06-04,RM01,1844,53,826,12
2025-06-04,RM02,2532,57,1115,5
2025-06-04,RM03,3374,93,844,25
2025-06-04,RM04,4815,101,1120,10
2025-06-04,RM05,527,146,1325,24
2025-06-04,RM06,4880,190,1035,21
2025-06-04,RM07,1046,124,1406,7
2025-06-04,RM08,905,176,1217,48
2025-06-04,RM09,4938,117,1080,13
2025-06-04,RM10,1039,78,1409,9
2025-06-04,RM11,1047,63,1191,20
2025-06-04,RM12,1710,78,1311,9
2025-06-05,RM01,4944,128,929,23
2025-06-05,RM02,3880,100,954,5
2025-06-05,RM03,618,104,1478,5
2025-06-05,RM04,676,79,1142,10
2025-06-05,RM05,3035,140,1423,9
2025-06-05,RM06,3050,179,1053,9
2025-06-05,RM07,1332,86,917,8
2025-06-05,RM08,804,53,887,50
2025-06-05,RM09,2027,121,955,13
2025-06-05,RM10,2117,51,945,17
2025-06-05,RM11,3113,175,1040,18
2025-06-05,RM12,1968,81,1262,10
2025-06-06,RM01,1347,113,991,10
2025-06-06,RM02,930,132,1138,24
2025-06-06,RM03,3008,99,1086,5
2025-06-06,RM04,2378,180,1455,17
2025-06-06,RM05,4925,196,908,18
2025-06-06,RM06,2790,64,1020,22
2025-06-06,RM07,726,154,1181,17
2025-06-06,RM08,403,56,1449,35
2025-06-06,RM09,816,180,1490,12
2025-06-06,RM10,4440,134,1225,15
2025-06-06,RM11,4180,70,1039,17
2025-06-06,RM12,2678,192,933,10
2025-06-07,RM01,2392,120,1076,11
2025-06-07,RM02,2427,114,1286,5
2025-06-07,RM03,1238,94,1296,14
2025-06-07,RM04,1590,138,882,5
2025-06-07,RM05,2081,141,1091,24
2025-06-07,RM06,1301,195,913,14
2025-06-07,RM07,3983,72,881,8
2025-06-07,RM08,461,131,1221,39
2025-06-07,RM09,1236,151,977,24
2025-06-07,RM10,2477,153,1345,9
2025-06-07,RM11,3926,144,891,9
2025-06-07,RM12,2078,172,946,19
2025-06-08,RM01,4382,51,1163,17
2025-06-08,RM02,3461,52,1325,16
2025-06-08,RM03,2808,102,910,21
2025-06-08,RM04,622,118,1117,11
2025-06-08,RM05,3857,118,1020,24
2025-06-08,RM06,970,122,1409,19
2025-06-08,RM07,4612,94,848,25
2025-06-08,RM08,615,87,1279,37
2025-06-08,RM09,4699,182,1433,21
2025-06-08,RM10,502,95,950,7
2025-06-08,RM11,3821,194,1161,24
2025-06-08,RM12,1223,63,1229,24
2025-06-09,RM01,1891,127,1109,24
2025-06-09,RM02,1667,144,977,5
2025-06-09,RM03,680,59,1232,11
2025-06-09,RM04,3263,76,948,20
2025-06-09,RM05,4584,103,1023,16
2025-06-09,RM06,2864,55,1466,21
2025-06-09,RM07,657,100,1247,7
2025-06-09,RM08,1037,176,1064,44
2025-06-09,RM09,1560,120,980,8
2025-06-09,RM10,3256,187,985,13
2025-06-09,RM11,4216,193,1401,8
2025-06-09,RM12,749,131,1269,14
2025-06-10,RM01,3728,95,973,23
2025-06-10,RM02,3989,141,1375,10
2025-06-10,RM03,2933,54,1292,20
2025-06-10,RM04,1778,170,1237,8
2025-06-10,RM05,3478,64,1160,24
2025-06-10,RM06,2350,117,1074,6
2025-06-10,RM07,2320,169,1107,7
2025-06-10,RM08,453,62,1291,46
2025-06-10,RM09,512,163,1093,6
2025-06-10,RM10,1005,112,1045,19
2025-06-10,RM11,4494,133,917,11
2025-06-10,RM12,701,51,1394,23
2025-06-11,RM01,2139,72,1333,11
2025-06-11,RM02,3919,111,1483,21
2025-06-11,RM03,4789,197,867,15
2025-06-11,RM04,2590,112,1202,17
2025-06-11,RM05,3583,109,1397,17
2025-06-11,RM06,1048,197,851,22
2025-06-11,RM07,845,80,1312,23
2025-06-11,RM08,439,74,1331,40
2025-06-11,RM09,3409,119,1458,8
2025-06-11,RM10,1024,175,1009,24
2025-06-11,RM11,2774,150,832,21
2025-06-11,RM12,4201,166,1298,7
2025-06-12,RM01,3062,143,818,14
2025-06-12,RM02,4469,142,1205,25
2025-06-12,RM03,4622,190,827,18
2025-06-12,RM04,2914,177,1386,20
2025-06-12,RM05,936,72,1445,6
2025-06-12,RM06,2056,186,1171,22
2025-06-12,RM07,4141,167,873,22
2025-06-12,RM08,837,66,920,40
2025-06-12,RM09,4496,133,1394,6
2025-06-12,RM10,2905,146,1403,17
2025-06-12,RM11,3694,116,1487,8
2025-06-12,RM12,4384,166,1485,23
2025-06-13,RM01,2128,198,941,21
2025-06-13,RM02,3706,118,1337,24
2025-06-13,RM03,1256,113,1182,12
2025-06-13,RM04,1554,140,1085,23
2025-06-13,RM05,972,57,1157,25
2025-06-13,RM06,2879,109,828,15
2025-06-13,RM07,3032,77,1092,9
2025-06-13,RM08,905,154,1157,48
2025-06-13,RM09,1437,200,1438,22
2025-06-13,RM10,2584,100,1207,5
2025-06-13,RM11,2639,85,1392,6
2025-06-13,RM12,4931,160,1318,7
2025-06-14,RM01,4493,105,1017,22
2025-06-14,RM02,2028,90,925,17
2025-06-14,RM03,648,107,1486,5
2025-06-14,RM04,4921,180,1429,15
2025-06-14,RM05,2682,83,1379,20
2025-06-14,RM06,1481,144,902,15
2025-06-14,RM07,3130,76,1402,10
2025-06-14,RM08,617,104,828,39
2025-06-14,RM09,4888,168,944,7
2025-06-14,RM10,3761,173,1240,5
2025-06-14,RM11,1226,120,931,9
2025-06-14,RM12,911,116,877,14
2025-06-15,RM01,3225,188,939,17
2025-06-15,RM02,990,89,1295,20
2025-06-15,RM03,2906,121,1444,23
2025-06-15,RM04,955,182,1432,8
2025-06-15,RM05,4771,94,1194,23
2025-06-15,RM06,3974,197,1033,10
2025-06-15,RM07,3623,114,857,19
2025-06-15,RM08,625,154,839,46
2025-06-15,RM09,755,95,1396,10
2025-06-15,RM10,3301,56,1028,20
2025-06-15,RM11,2945,99,1154,23
2025-06-15,RM12,3571,119,920,11
2025-06-16,RM01,4391,65,1291,17
2025-06-16,RM02,4775,150,1286,20
2025-06-16,RM03,2490,191,1424,18
2025-06-16,RM04,1514,141,991,24
2025-06-16,RM05,862,185,1115,23
2025-06-16,RM06,3582,122,1303,12
2025-06-16,RM07,4144,115,907,19
2025-06-16,RM08,973,100,1440,48
2025-06-16,RM09,2285,126,925,14
2025-06-16,RM10,796,95,1366,7
2025-06-16,RM11,731,198,867,10
2025-06-16,RM12,2987,197,1064,11
2025-06-17,RM01,1692,163,1064,6
2025-06-17,RM02,4604,67,1143,6
2025-06-17,RM03,3446,167,969,24
2025-06-17,RM04,964,148,1121,16
2025-06-17,RM05,1618,166,880,10
2025-06-17,RM06,1632,190,818,18
2025-06-17,RM07,4301,59,1469,16
2025-06-17,RM08,596,51,1325,49
2025-06-17,RM09,2433,183,1340,11
2025-06-17,RM10,4819,159,1376,5
2025-06-17,RM11,4266,100,1342,12
2025-06-17,RM12,1553,173,1320,21
2025-06-18,RM01,1154,88,1001,19
2025-06-18,RM02,3269,192,1350,10
2025-06-18,RM03,1368,74,994,16
2025-06-18,RM04,4046,93,1317,24
2025-06-18,RM05,4586,56,824,8
2025-06-18,RM06,1970,198,1282,11
2025-06-18,RM07,4204,118,1026,5
2025-06-18,RM08,498,144,864,46
2025-06-18,RM09,3838,185,1325,11
2025-06-18,RM10,4634,95,1316,12
2025-06-18,RM11,4122,60,1179,8
2025-06-18,RM12,4297,117,1428,15
2025-06-19,RM01,4970,79,877,7
2025-06-19,RM02,4879,193,892,5
2025-06-19,RM03,3854,52,1358,18
2025-06-19,RM04,1387,89,1320,8
2025-06-19,RM05,1412,173,900,14
2025-06-19,RM06,2680,191,1493,12
2025-06-19,RM07,2927,77,892,6
2025-06-19,RM08,490,101,1001,35
